Train Id;Departure Station;Departure Time;Destination;;
1;Calle 72;1400;Calle 1;;
1;Calle 63;1404;Calle 1;;
1;Calle 45;1408;Calle 1;;
1;Calle 26;1412;Calle 1;;
1;Calle 10;1416;Calle 1;;
1;Calle 1;1420;Calle 72;;
1;Calle 10;1424;Calle 72;;
1;Calle 26;1428;Calle 72;;
1;Calle 45;1432;Calle 72;;
1;Calle 63;1436;Calle 72;;
1;Calle 72;1440;Calle 1;;
1;Calle 63;1444;Calle 1;;
1;Calle 45;1448;Calle 1;;
1;Calle 26;1452;Calle 1;;
1;Calle 10;1456;Calle 1;;
1;Calle 1;1500;Calle 72;;
1;Calle 10;1504;Calle 72;;
1;Calle 26;1508;Calle 72;;
1;Calle 45;1512;Calle 72;;
1;Calle 63;1516;Calle 72;;
1;Calle 72;1520;Calle 1;;
1;Calle 63;1524;Calle 1;;
1;Calle 45;1528;Calle 1;;
1;Calle 26;1532;Calle 1;;
1;Calle 10;1536;Calle 1;;
1;Calle 1;1540;Calle 72;;
1;Calle 10;1544;Calle 72;;
1;Calle 26;1548;Calle 72;;
1;Calle 45;1552;Calle 72;;
1;Calle 63;1556;Calle 72;;
1;Calle 72;1600;Calle 1;;
1;Calle 63;1604;Calle 1;;
1;Calle 45;1608;Calle 1;;
1;Calle 26;1612;Calle 1;;
1;Calle 10;1616;Calle 1;;
1;Calle 1;1620;Calle 72;;
1;Calle 10;1624;Calle 72;;
1;Calle 26;1628;Calle 72;;
1;Calle 45;1632;Calle 72;;
1;Calle 63;1636;Calle 72;;
1;Calle 72;1640;Calle 1;;
1;Calle 63;1644;Calle 1;;
1;Calle 45;1648;Calle 1;;
1;Calle 26;1652;Calle 1;;
1;Calle 10;1656;Calle 1;;
1;Calle 1;1700;Calle 72;;
1;Calle 10;1704;Calle 72;;
1;Calle 26;1708;Calle 72;;
1;Calle 45;1712;Calle 72;;
1;Calle 63;1716;Calle 72;;
1;Calle 72;1720;Calle 1;;
1;Calle 63;1724;Calle 1;;
1;Calle 45;1728;Calle 1;;
1;Calle 26;1732;Calle 1;;
1;Calle 10;1736;Calle 1;;
1;Calle 1;1740;Calle 72;;
1;Calle 10;1744;Calle 72;;
1;Calle 26;1748;Calle 72;;
1;Calle 45;1752;Calle 72;;
1;Calle 63;1756;Calle 72;;
1;Calle 72;1800;Calle 1;;
1;Calle 63;1804;Calle 1;;
1;Calle 45;1808;Calle 1;;
1;Calle 26;1812;Calle 1;;
1;Calle 10;1816;Calle 1;;
1;Calle 1;1820;Calle 72;;
1;Calle 10;1824;Calle 72;;
1;Calle 26;1828;Calle 72;;
1;Calle 45;1832;Calle 72;;
1;Calle 63;1836;Calle 72;;
1;Calle 72;1840;Calle 1;;
1;Calle 63;1844;Calle 1;;
1;Calle 45;1848;Calle 1;;
1;Calle 26;1852;Calle 1;;
1;Calle 10;1856;Calle 1;;
1;Calle 1;1900;Calle 72;;
1;Calle 10;1904;Calle 72;;
1;Calle 26;1908;Calle 72;;
1;Calle 45;1912;Calle 72;;
1;Calle 63;1916;Calle 72;;
1;Calle 72;1920;Calle 1;;
1;Calle 63;1924;Calle 1;;
1;Calle 45;1928;Calle 1;;
1;Calle 26;1932;Calle 1;;
1;Calle 10;1936;Calle 1;;
1;Calle 1;1940;Calle 72;;
1;Calle 10;1944;Calle 72;;
1;Calle 26;1948;Calle 72;;
1;Calle 45;1952;Calle 72;;
1;Calle 63;1956;Calle 72;;
1;Calle 72;2000;Calle 1;;
1;Calle 63;2004;Calle 1;;
1;Calle 45;2008;Calle 1;;
1;Calle 26;2012;Calle 1;;
1;Calle 10;2016;Calle 1;;
1;Calle 1;2020;Calle 72;;
1;Calle 10;2024;Calle 72;;
1;Calle 26;2028;Calle 72;;
1;Calle 45;2032;Calle 72;;
1;Calle 63;2036;Calle 72;;
1;Calle 72;2040;Calle 1;;
1;Calle 63;2044;Calle 1;;
1;Calle 45;2048;Calle 1;;
1;Calle 26;2052;Calle 1;;
1;Calle 10;2056;Calle 1;;
1;Calle 1;2100;Calle 72;;
1;Calle 10;2104;Calle 72;;
1;Calle 26;2108;Calle 72;;
1;Calle 45;2112;Calle 72;;
1;Calle 63;2116;Calle 72;;
1;Calle 72;2120;Calle 1;;
1;Calle 63;2124;Calle 1;;
1;Calle 45;2128;Calle 1;;
1;Calle 26;2132;Calle 1;;
1;Calle 10;2136;Calle 1;;
1;Calle 1;2140;Calle 72;;
1;Calle 10;2144;Calle 72;;
1;Calle 26;2148;Calle 72;;
1;Calle 45;2152;Calle 72;;
1;Calle 63;2156;Calle 72;;
1;Calle 72;2200;Calle 1;;
1;Calle 63;2204;Calle 1;;
1;Calle 45;2208;Calle 1;;
1;Calle 26;2212;Calle 1;;
1;Calle 10;2216;Calle 1;;
1;Calle 1;2220;Calle 72;;
1;Calle 10;2224;Calle 72;;
1;Calle 26;2228;Calle 72;;
1;Calle 45;2232;Calle 72;;
1;Calle 63;2236;Calle 72;;
1;Calle 72;2240;Calle 1;;
1;Calle 63;2244;Calle 1;;
1;Calle 45;2248;Calle 1;;
1;Calle 26;2252;Calle 1;;
1;Calle 10;2256;Calle 1;;
1;Calle 1;2300;Calle 72;;
1;Calle 10;2304;Calle 72;;
1;Calle 26;2308;Calle 72;;
1;Calle 45;2312;Calle 72;;
1;Calle 63;2316;Calle 72;;
1;Calle 72;2320;Calle 1;;
1;Calle 63;2324;Calle 1;;
1;Calle 45;2328;Calle 1;;
1;Calle 26;2332;Calle 1;;
1;Calle 10;2336;Calle 1;;
1;Calle 1;2340;Calle 72;;
1;Calle 10;2344;Calle 72;;
1;Calle 26;2348;Calle 72;;
1;Calle 45;2352;Calle 72;;
1;Calle 63;2356;Calle 72;;
1;Calle 72;0000;Calle 1;;
2;Calle 1;0400;Calle 72;;
2;Calle 10;0404;Calle 72;;
2;Calle 26;0408;Calle 72;;
2;Calle 45;0412;Calle 72;;
2;Calle 63;0416;Calle 72;;
2;Calle 72;0420;Calle 1;;
2;Calle 63;0424;Calle 1;;
2;Calle 45;0428;Calle 1;;
2;Calle 26;0432;Calle 1;;
2;Calle 10;0436;Calle 1;;
2;Calle 1;0440;Calle 72;;
2;Calle 10;0444;Calle 72;;
2;Calle 26;0448;Calle 72;;
2;Calle 45;0452;Calle 72;;
2;Calle 63;0456;Calle 72;;
2;Calle 72;0500;Calle 1;;
2;Calle 63;0504;Calle 1;;
2;Calle 45;0508;Calle 1;;
2;Calle 26;0512;Calle 1;;
2;Calle 10;0516;Calle 1;;
2;Calle 1;0520;Calle 72;;
2;Calle 10;0524;Calle 72;;
2;Calle 26;0528;Calle 72;;
2;Calle 45;0532;Calle 72;;
2;Calle 63;0536;Calle 72;;
2;Calle 72;0540;Calle 1;;
2;Calle 63;0544;Calle 1;;
2;Calle 45;0548;Calle 1;;
2;Calle 26;0552;Calle 1;;
2;Calle 10;0556;Calle 1;;
2;Calle 1;0600;Calle 72;;
2;Calle 10;0604;Calle 72;;
2;Calle 26;0608;Calle 72;;
2;Calle 45;0612;Calle 72;;
2;Calle 63;0616;Calle 72;;
2;Calle 72;0620;Calle 1;;
2;Calle 63;0624;Calle 1;;
2;Calle 45;0628;Calle 1;;
2;Calle 26;0632;Calle 1;;
2;Calle 10;0636;Calle 1;;
2;Calle 1;0640;Calle 72;;
2;Calle 10;0644;Calle 72;;
2;Calle 26;0648;Calle 72;;
2;Calle 45;0652;Calle 72;;
2;Calle 63;0656;Calle 72;;
2;Calle 72;0700;Calle 1;;
2;Calle 63;0704;Calle 1;;
2;Calle 45;0708;Calle 1;;
2;Calle 26;0712;Calle 1;;
2;Calle 10;0716;Calle 1;;
2;Calle 1;0720;Calle 72;;
2;Calle 10;0724;Calle 72;;
2;Calle 26;0728;Calle 72;;
2;Calle 45;0732;Calle 72;;
2;Calle 63;0736;Calle 72;;
2;Calle 72;0740;Calle 1;;
2;Calle 63;0744;Calle 1;;
2;Calle 45;0748;Calle 1;;
2;Calle 26;0752;Calle 1;;
2;Calle 10;0756;Calle 1;;
2;Calle 1;0800;Calle 72;;
2;Calle 10;0804;Calle 72;;
2;Calle 26;0808;Calle 72;;
2;Calle 45;0812;Calle 72;;
2;Calle 63;0816;Calle 72;;
2;Calle 72;0820;Calle 1;;
2;Calle 63;0824;Calle 1;;
2;Calle 45;0828;Calle 1;;
2;Calle 26;0832;Calle 1;;
2;Calle 10;0836;Calle 1;;
2;Calle 1;0840;Calle 72;;
2;Calle 10;0844;Calle 72;;
2;Calle 26;0848;Calle 72;;
2;Calle 45;0852;Calle 72;;
2;Calle 63;0856;Calle 72;;
2;Calle 72;0900;Calle 1;;
2;Calle 63;0904;Calle 1;;
2;Calle 45;0908;Calle 1;;
2;Calle 26;0912;Calle 1;;
2;Calle 10;0916;Calle 1;;
2;Calle 1;0920;Calle 72;;
2;Calle 10;0924;Calle 72;;
2;Calle 26;0928;Calle 72;;
2;Calle 45;0932;Calle 72;;
2;Calle 63;0936;Calle 72;;
2;Calle 72;0940;Calle 1;;
2;Calle 63;0944;Calle 1;;
2;Calle 45;0948;Calle 1;;
2;Calle 26;0952;Calle 1;;
2;Calle 10;0956;Calle 1;;
2;Calle 1;1000;Calle 72;;
2;Calle 10;1004;Calle 72;;
2;Calle 26;1008;Calle 72;;
2;Calle 45;1012;Calle 72;;
2;Calle 63;1016;Calle 72;;
2;Calle 72;1020;Calle 1;;
2;Calle 63;1024;Calle 1;;
2;Calle 45;1028;Calle 1;;
2;Calle 26;1032;Calle 1;;
2;Calle 10;1036;Calle 1;;
2;Calle 1;1040;Calle 72;;
2;Calle 10;1044;Calle 72;;
2;Calle 26;1048;Calle 72;;
2;Calle 45;1052;Calle 72;;
2;Calle 63;1056;Calle 72;;
2;Calle 72;1100;Calle 1;;
2;Calle 63;1104;Calle 1;;
2;Calle 45;1108;Calle 1;;
2;Calle 26;1112;Calle 1;;
2;Calle 10;1116;Calle 1;;
2;Calle 1;1120;Calle 72;;
2;Calle 10;1124;Calle 72;;
2;Calle 26;1128;Calle 72;;
2;Calle 45;1132;Calle 72;;
2;Calle 63;1136;Calle 72;;
2;Calle 72;1140;Calle 1;;
2;Calle 63;1144;Calle 1;;
2;Calle 45;1148;Calle 1;;
2;Calle 26;1152;Calle 1;;
2;Calle 10;1156;Calle 1;;
2;Calle 1;1200;Calle 72;;
2;Calle 10;1204;Calle 72;;
2;Calle 26;1208;Calle 72;;
2;Calle 45;1212;Calle 72;;
2;Calle 63;1216;Calle 72;;
2;Calle 72;1220;Calle 1;;
2;Calle 63;1224;Calle 1;;
2;Calle 45;1228;Calle 1;;
2;Calle 26;1232;Calle 1;;
2;Calle 10;1236;Calle 1;;
2;Calle 1;1240;Calle 72;;
2;Calle 10;1244;Calle 72;;
2;Calle 26;1248;Calle 72;;
2;Calle 45;1252;Calle 72;;
2;Calle 63;1256;Calle 72;;
2;Calle 72;1300;Calle 1;;
2;Calle 63;1304;Calle 1;;
2;Calle 45;1308;Calle 1;;
2;Calle 26;1312;Calle 1;;
2;Calle 10;1316;Calle 1;;
2;Calle 1;1320;Calle 72;;
2;Calle 10;1324;Calle 72;;
2;Calle 26;1328;Calle 72;;
2;Calle 45;1332;Calle 72;;
2;Calle 63;1336;Calle 72;;
2;Calle 72;1340;Calle 1;;
2;Calle 63;1344;Calle 1;;
2;Calle 45;1348;Calle 1;;
2;Calle 26;1352;Calle 1;;
2;Calle 10;1356;Calle 1;;
2;Calle 1;1400;Calle 72;;
2;Calle 10;1404;Calle 72;;
2;Calle 26;1408;Calle 72;;
2;Calle 45;1412;Calle 72;;
2;Calle 63;1416;Calle 72;;
2;Calle 72;1420;Calle 1;;
2;Calle 63;1424;Calle 1;;
2;Calle 45;1428;Calle 1;;
2;Calle 26;1432;Calle 1;;
2;Calle 10;1436;Calle 1;;
2;Calle 1;1440;Calle 72;;
2;Calle 10;1444;Calle 72;;
2;Calle 26;1448;Calle 72;;
2;Calle 45;1452;Calle 72;;
2;Calle 63;1456;Calle 72;;
2;Calle 72;1500;Calle 1;;
2;Calle 63;1504;Calle 1;;
2;Calle 45;1508;Calle 1;;
2;Calle 26;1512;Calle 1;;
2;Calle 10;1516;Calle 1;;
2;Calle 1;1520;Calle 72;;
2;Calle 10;1524;Calle 72;;
2;Calle 26;1528;Calle 72;;
2;Calle 45;1532;Calle 72;;
2;Calle 63;1536;Calle 72;;
2;Calle 72;1540;Calle 1;;
2;Calle 63;1544;Calle 1;;
2;Calle 45;1548;Calle 1;;
2;Calle 26;1552;Calle 1;;
2;Calle 10;1556;Calle 1;;
2;Calle 1;1600;Calle 72;;
2;Calle 10;1604;Calle 72;;
2;Calle 26;1608;Calle 72;;
2;Calle 45;1612;Calle 72;;
2;Calle 63;1616;Calle 72;;
2;Calle 72;1620;Calle 1;;
2;Calle 63;1624;Calle 1;;
2;Calle 45;1628;Calle 1;;
2;Calle 26;1632;Calle 1;;
2;Calle 10;1636;Calle 1;;
2;Calle 1;1640;Calle 72;;
2;Calle 10;1644;Calle 72;;
2;Calle 26;1648;Calle 72;;
2;Calle 45;1652;Calle 72;;
2;Calle 63;1656;Calle 72;;
2;Calle 72;1700;Calle 1;;
2;Calle 63;1704;Calle 1;;
2;Calle 45;1708;Calle 1;;
2;Calle 26;1712;Calle 1;;
2;Calle 10;1716;Calle 1;;
2;Calle 1;1720;Calle 72;;
2;Calle 10;1724;Calle 72;;
2;Calle 26;1728;Calle 72;;
2;Calle 45;1732;Calle 72;;
2;Calle 63;1736;Calle 72;;
2;Calle 72;1740;Calle 1;;
2;Calle 63;1744;Calle 1;;
2;Calle 45;1748;Calle 1;;
2;Calle 26;1752;Calle 1;;
2;Calle 10;1756;Calle 1;;
2;Calle 1;1800;Calle 72;;
2;Calle 10;1804;Calle 72;;
2;Calle 26;1808;Calle 72;;
2;Calle 45;1812;Calle 72;;
2;Calle 63;1816;Calle 72;;
2;Calle 72;1820;Calle 1;;
2;Calle 63;1824;Calle 1;;
2;Calle 45;1828;Calle 1;;
2;Calle 26;1832;Calle 1;;
2;Calle 10;1836;Calle 1;;
2;Calle 1;1840;Calle 72;;
2;Calle 10;1844;Calle 72;;
2;Calle 26;1848;Calle 72;;
2;Calle 45;1852;Calle 72;;
2;Calle 63;1856;Calle 72;;
2;Calle 72;1900;Calle 1;;
2;Calle 63;1904;Calle 1;;
2;Calle 45;1908;Calle 1;;
2;Calle 26;1912;Calle 1;;
2;Calle 10;1916;Calle 1;;
2;Calle 1;1920;Calle 72;;
2;Calle 10;1924;Calle 72;;
2;Calle 26;1928;Calle 72;;
2;Calle 45;1932;Calle 72;;
2;Calle 63;1936;Calle 72;;
2;Calle 72;1940;Calle 1;;
2;Calle 63;1944;Calle 1;;
2;Calle 45;1948;Calle 1;;
2;Calle 26;1952;Calle 1;;
2;Calle 10;1956;Calle 1;;
2;Calle 1;2000;Calle 72;;
2;Calle 10;2004;Calle 72;;
2;Calle 26;2008;Calle 72;;
2;Calle 45;2012;Calle 72;;
2;Calle 63;2016;Calle 72;;
2;Calle 72;2020;Calle 1;;
2;Calle 63;2024;Calle 1;;
2;Calle 45;2028;Calle 1;;
2;Calle 26;2032;Calle 1;;
2;Calle 10;2036;Calle 1;;
2;Calle 1;2040;Calle 72;;
2;Calle 10;2044;Calle 72;;
2;Calle 26;2048;Calle 72;;
2;Calle 45;2052;Calle 72;;
2;Calle 63;2056;Calle 72;;
2;Calle 72;2100;Calle 1;;
2;Calle 63;2104;Calle 1;;
2;Calle 45;2108;Calle 1;;
2;Calle 26;2112;Calle 1;;
2;Calle 10;2116;Calle 1;;
2;Calle 1;2120;Calle 72;;
2;Calle 10;2124;Calle 72;;
2;Calle 26;2128;Calle 72;;
2;Calle 45;2132;Calle 72;;
2;Calle 63;2136;Calle 72;;
2;Calle 72;2140;Calle 1;;
2;Calle 63;2144;Calle 1;;
2;Calle 45;2148;Calle 1;;
2;Calle 26;2152;Calle 1;;
2;Calle 10;2156;Calle 1;;
2;Calle 1;2200;Calle 72;;
2;Calle 10;2204;Calle 72;;
2;Calle 26;2208;Calle 72;;
2;Calle 45;2212;Calle 72;;
2;Calle 63;2216;Calle 72;;
2;Calle 72;2220;Calle 1;;
2;Calle 63;2224;Calle 1;;
2;Calle 45;2228;Calle 1;;
2;Calle 26;2232;Calle 1;;
2;Calle 10;2236;Calle 1;;
2;Calle 1;2240;Calle 72;;
2;Calle 10;2244;Calle 72;;
2;Calle 26;2248;Calle 72;;
2;Calle 45;2252;Calle 72;;
2;Calle 63;2256;Calle 72;;
2;Calle 72;2300;Calle 1;;
2;Calle 63;2304;Calle 1;;
2;Calle 45;2308;Calle 1;;
2;Calle 26;2312;Calle 1;;
2;Calle 10;2316;Calle 1;;
2;Calle 1;2320;Calle 72;;
2;Calle 10;2324;Calle 72;;
2;Calle 26;2328;Calle 72;;
2;Calle 45;2332;Calle 72;;
2;Calle 63;2336;Calle 72;;
2;Calle 72;2340;Calle 1;;
2;Calle 63;2344;Calle 1;;
2;Calle 45;2348;Calle 1;;
2;Calle 26;2352;Calle 1;;
2;Calle 10;2356;Calle 1;;
2;Calle 1;0000;Calle 72;;
3;Portal americas;0400;Calle 1;;
3;Calle 42 sur;0404;Calle 1;;
3;Carrera 80;0408;Calle 1;;
3;Kennedy;0412;Calle 1;;
3;Avenida Boyaca;0416;Calle 1;;
3;Carrera 68;0420;Calle 1;;
3;Carrera 50;0424;Calle 1;;
3;NQS;0428;Calle 1;;
3;Narino;0432;Calle 1;;
3;Calle 1;0436;Portal americas;;
3;Narino;0440;Portal americas;;
3;NQS;0444;Portal americas;;
3;Carrera 50;0448;Portal americas;;
3;Carrera 68;0452;Portal americas;;
3;Avenida Boyaca;0456;Portal americas;;
3;Kennedy;0500;Portal americas;;
3;Carrera 80;0504;Portal americas;;
3;Calle 42 sur;0508;Portal americas;;
3;Portal americas;0512;Calle 1;;
3;Calle 42 sur;0516;Calle 1;;
3;Carrera 80;0520;Calle 1;;
3;Kennedy;0524;Calle 1;;
3;Avenida Boyaca;0528;Calle 1;;
3;Carrera 68;0532;Calle 1;;
3;Carrera 50;0536;Calle 1;;
3;NQS;0540;Calle 1;;
3;Narino;0544;Calle 1;;
3;Calle 1;0548;Portal americas;;
3;Narino;0552;Portal americas;;
3;NQS;0556;Portal americas;;
3;Carrera 50;0600;Portal americas;;
3;Carrera 68;0604;Portal americas;;
3;Avenida Boyaca;0608;Portal americas;;
3;Kennedy;0612;Portal americas;;
3;Carrera 80;0616;Portal americas;;
3;Calle 42 sur;0620;Portal americas;;
3;Portal americas;0624;Calle 1;;
3;Calle 42 sur;0628;Calle 1;;
3;Carrera 80;0632;Calle 1;;
3;Kennedy;0636;Calle 1;;
3;Avenida Boyaca;0640;Calle 1;;
3;Carrera 68;0644;Calle 1;;
3;Carrera 50;0648;Calle 1;;
3;NQS;0652;Calle 1;;
3;Narino;0656;Calle 1;;
3;Calle 1;0700;Portal americas;;
3;Narino;0704;Portal americas;;
3;NQS;0708;Portal americas;;
3;Carrera 50;0712;Portal americas;;
3;Carrera 68;0716;Portal americas;;
3;Avenida Boyaca;0720;Portal americas;;
3;Kennedy;0724;Portal americas;;
3;Carrera 80;0728;Portal americas;;
3;Calle 42 sur;0732;Portal americas;;
3;Portal americas;0736;Calle 1;;
3;Calle 42 sur;0740;Calle 1;;
3;Carrera 80;0744;Calle 1;;
3;Kennedy;0748;Calle 1;;
3;Avenida Boyaca;0752;Calle 1;;
3;Carrera 68;0756;Calle 1;;
3;Carrera 50;0800;Calle 1;;
3;NQS;0804;Calle 1;;
3;Narino;0808;Calle 1;;
3;Calle 1;0812;Portal americas;;
3;Narino;0816;Portal americas;;
3;NQS;0820;Portal americas;;
3;Carrera 50;0824;Portal americas;;
3;Carrera 68;0828;Portal americas;;
3;Avenida Boyaca;0832;Portal americas;;
3;Kennedy;0836;Portal americas;;
3;Carrera 80;0840;Portal americas;;
3;Calle 42 sur;0844;Portal americas;;
3;Portal americas;0848;Calle 1;;
3;Calle 42 sur;0852;Calle 1;;
3;Carrera 80;0856;Calle 1;;
3;Kennedy;0900;Calle 1;;
3;Avenida Boyaca;0904;Calle 1;;
3;Carrera 68;0908;Calle 1;;
3;Carrera 50;0912;Calle 1;;
3;NQS;0916;Calle 1;;
3;Narino;0920;Calle 1;;
3;Calle 1;0924;Portal americas;;
3;Narino;0928;Portal americas;;
3;NQS;0932;Portal americas;;
3;Carrera 50;0936;Portal americas;;
3;Carrera 68;0940;Portal americas;;
3;Avenida Boyaca;0944;Portal americas;;
3;Kennedy;0948;Portal americas;;
3;Carrera 80;0952;Portal americas;;
3;Calle 42 sur;0956;Portal americas;;
3;Portal americas;1000;Calle 1;;
3;Calle 42 sur;1004;Calle 1;;
3;Carrera 80;1008;Calle 1;;
3;Kennedy;1012;Calle 1;;
3;Avenida Boyaca;1016;Calle 1;;
3;Carrera 68;1020;Calle 1;;
3;Carrera 50;1024;Calle 1;;
3;NQS;1028;Calle 1;;
3;Narino;1032;Calle 1;;
3;Calle 1;1036;Portal americas;;
3;Narino;1040;Portal americas;;
3;NQS;1044;Portal americas;;
3;Carrera 50;1048;Portal americas;;
3;Carrera 68;1052;Portal americas;;
3;Avenida Boyaca;1056;Portal americas;;
3;Kennedy;1100;Portal americas;;
3;Carrera 80;1104;Portal americas;;
3;Calle 42 sur;1108;Portal americas;;
3;Portal americas;1112;Calle 1;;
3;Calle 42 sur;1116;Calle 1;;
3;Carrera 80;1120;Calle 1;;
3;Kennedy;1124;Calle 1;;
3;Avenida Boyaca;1128;Calle 1;;
3;Carrera 68;1132;Calle 1;;
3;Carrera 50;1136;Calle 1;;
3;NQS;1140;Calle 1;;
3;Narino;1144;Calle 1;;
3;Calle 1;1148;Portal americas;;
3;Narino;1152;Portal americas;;
3;NQS;1156;Portal americas;;
3;Carrera 50;1200;Portal americas;;
3;Carrera 68;1204;Portal americas;;
3;Avenida Boyaca;1208;Portal americas;;
3;Kennedy;1212;Portal americas;;
3;Carrera 80;1216;Portal americas;;
3;Calle 42 sur;1220;Portal americas;;
3;Portal americas;1224;Calle 1;;
